business_id,name,address,city,stars,review_count,category_type
rzcFGP2lMnYJO4BgkSE86g,"""La trattoria La Volta""","""644 Rue Notre-Dame""",Repentigny,3.0,5,Restaurants
KkmPDIWzvwbBpyqOHT6pcQ,"""Rao's""","""3570 Las Vegas Blvd S""",Las Vegas,3.5,792,Restaurants
FQj5hV8LholM3T093ty_vQ,"""I Love Juice Bar""","""2907 Providence Rd, Ste 101""",Charlotte,4.5,12,Restaurants
NBeX33C2lB6KMqpbSueHjw,"""Panera Bread""","""3800 Forbes Ave""",Pittsburgh,3.0,43,Restaurants
dJnF_GUWdoX3tUucpKbYMg,"""Da Fu Seafood Cuisine 大福""","""5651 Steeles Avenue E, Unit 1-3""",Toronto,2.5,60,Restaurants
5EkgbZnCK6q5KLWl6Au04g,"""TailGaters Sports Grill & IL Primo Pizza & Wings""","""5110 N Dysart Rd, Ste 124""",Litchfield Park,3.5,106,Restaurants
_SsgzjO-f-Zv6qh_Xm3J8Q,"""Restaurant La Belle Province""","""1018 Sainte-Catherine Rue E""",Montréal,4.0,4,Restaurants
wH4Q0y8C-lkq21yf4WWedw,"""Nekter Juice Bar""","""9301 E Shea Blvd""",Scottsdale,4.0,51,Restaurants
hUGsHeHHPfJ4gpj4LwHyXw,"""Classico Louie's Pizzeria""","""2549 Yonge Street""",Toronto,3.5,34,Restaurants
vz8HFGsITt6aj-nyXkAEFg,"""El Encanto""","""6248 E Cave Creek Rd""",Cave Creek,3.5,547,Restaurants
7fckry9Pw2tWXESpGJBtqg,"""Thai Square""","""277 Port Union Rd""",Scarborough,3.5,17,Restaurants
zY_YAwo4On0aqOABS-1cBA,"""Rockin' Taco Mexican Grill""","""3717 S Las Vegas Blvd, Ste 260""",Las Vegas,3.5,63,Restaurants
czhels9QL_TAAtLbBtnkow,"""The District""","""7333 E Indian Plz""",Scottsdale,4.0,157,Restaurants
Mq6qiz-Bxgd8VE6tBwCuUg,"""Starbucks""","""190 Queen Street E""",Brampton,4.0,4,Restaurants
tj1IM_2-ks08bk0JZP95DQ,"""Carolina Ale House""","""8695 Concord Mills Blvd""",Concord Mills,2.5,171,Restaurants
60qcZ_mzu-IP82GtANZ6lw,"""Samurai Asian Bistro""","""330 N Dysart Rd, Ste 101""",Goodyear,4.0,80,Restaurants
1X9DnaRUexCmwohV2E-f1g,"""Pizza Express""","""23 North Bridge""",Edinburgh,3.5,23,Restaurants
AWOZ5PCaxW8KWQl0KJhTMA,"""Subway""","""2316 W Bethany Home Rd, Ste 113""",Phoenix,4.0,7,Restaurants
pTJ8f4AfUW6uwKGdawLcfg,"""Shilla Korean BBQ""","""2721 W Sahara Ave""",Las Vegas,3.5,46,Restaurants
NFgkO-KTw93_iY_maw4cjw,"""Pizzaville""","""31 Colossus Drive""",Woodbridge,4.5,3,Restaurants
jzdqDKMILK4r7R5DbH12Lw,"""Rienda's Mexican Food""","""546 N Gilbert Rd""",Gilbert,4.0,10,Restaurants
WoFTWkoOrciT0TEvRJcSTQ,"""The Kollege Klub""","""529 N Lake St""",Madison,2.5,30,Restaurants
lSxAQR1FeSljX9zeVJTEWA,"""Silver Palace Chinese Restaurant""","""2739 Library Rd""",Pittsburgh,4.0,16,Restaurants
GRAO7h1dc7qTDub4JQIDCA,"""Pollo Campero""","""7745 W Thomas Rd""",Phoenix,4.0,8,Restaurants
oLod-GlOLEH4KAvyddKuQQ,"""Sucker Punch Sally's Diner""","""4 E University Dr""",Tempe,3.0,46,Restaurants
ivT4ohub6F2a0bqV9039pw,"""Churrasqueira Costa Verde""","""3737 Major Mackenzie Dr""",Woodbridge,2.5,22,Restaurants
LgvgD8JllzVmIdme4OP7Eg,"""Firehouse Subs""","""7290 W Lake Mead Blvd, Ste 100""",Las Vegas,4.0,121,Restaurants
GqoNkT7iooMfM0TiXXX9Xw,"""Burger King""","""1650 Highway 160 W""",Fort Mill,1.5,5,Restaurants
HUr7xaaplZQ5jxb_zF8ing,"""Burger King""","""4455 E Charleston Blvd""",Las Vegas,2.0,8,Restaurants
pjG0x0xAyaq92KP8ycg4jQ,"""Pizza King""","""10 Seminary St""",Berea,4.0,6,Restaurants
MHgCSMjjLBa11ul2as6dpw,"""Restaurant Ban Lao Thai""","""930 Decarie Boul""",Saint-Laurent,4.0,9,Restaurants
QU5syd8nDUydvyvPSxxyJQ,"""Bofinger""","""47 Boulevard Brunswick""",Dollard-des-Ormeaux,3.5,4,Restaurants
vE_hWF21gmg7CWZX7H6HXg,"""Lawrence Caribbean Restaurant""","""3011 West Blvd""",Charlotte,4.0,83,Restaurants
Y2yWvcEBs6ESnmOQMBKkeQ,"""Louisiana Fried Chicken""","""1717 W Southern Ave, Ste 100""",Pheonix AZ,3.5,11,Restaurants
rbywwnfMjFjJwLQkgpdIEw,"""Rito's Mexican Food- Phoenix""","""907 N 14th St""",Phoenix,4.5,292,Restaurants
MAuSh7NKoT__CQ4BumoayA,"""T&T - Tacos & Tequila""","""3900 Las Vegas Blvd""",Las Vegas,3.5,727,Restaurants
sh2BWhfUy0MwGZ0-eHfaAQ,"""Planet Sub Gilbert""","""2475 S Val Vista Rd, Ste 101""",Gilbert,3.5,12,Restaurants
9WXbKoq-92WPBSt0iccgow,"""Little Caesars Pizza""","""7070 St. Barbara Boulevard""",Mississauga,4.0,4,Restaurants
RGGOEmgtKXXZI91IXHEuIA,"""Bonefish Grill""","""12811 N. Tatum Blvd""",Phoenix,3.0,146,Restaurants
yet25pliTnLGSqEiNs9k9w,"""Buffalo Wild Wings""","""8465 Pearl Road""",Strongsville,3.0,44,Restaurants
a7GomHLPBvkDzmH1D3e8vA,"""Five Guys Burgers and Fries""","""2131 E Camelback Rd, Ste 111""",Phoenix,4.0,14,Restaurants
jYF7PNnYcn3fWejv0ZE1-w,"""Pacific Moon Chinese Cuisine""","""16740 E Palisades Blvd, Ste 107""",Fountain Hills,3.5,33,Restaurants
xWMZJd0_Azfcx3VWJCxNng,"""Fatburger""","""Desert Ridge Marketplace, 21001 N Tatum Blvd, Bldg 34-1140""",Pheonix,3.5,12,Restaurants
ma84FFEpfCPyl7U7wqulgQ,"""Hero Certified Burgers - Markham & Steeles""","""6015 Steeles Ave. E., Unit CRU 103""",Scarborough,3.5,16,Restaurants
4vLaHphDBWOy1aI7URQ75Q,"""Top Choice Restaurant""","""8362 Kennedy Rd""",Markham,3.0,25,Restaurants
XDYCIRENiT2doRZgwNJ3SA,"""Pepe's Tacos""","""4190 S Rainbow Blvd, Ste 1""",Las Vegas,2.5,188,Restaurants
X4CRPHvv-33kjxVJISZpUg,"""Little Asia""","""311 S Craig St""",Pittsburgh,2.5,86,Restaurants
TShoU62Hm-4wH2EzwkJbrg,"""Saigon Nites Vietnamese Cuisine""","""15111 N Hayden Rd, Ste 110""",Scottsdale,4.0,225,Restaurants
MSO0kskuBuLeWZmxMem_Aw,"""City Barbeque""","""8948 J M Keynes Dr, Ste 420""",Charlotte,4.0,66,Restaurants
hA5XQUJBdAb72yHCponG2g,"""Desi Village""","""4207 Keele Street, Unit 4""",Toronto,4.0,6,Restaurants
uSfMPBkH2lcxvBswLyaY0A,"""Subway""","""301 S Tryon St""",Charlotte,2.5,4,Restaurants
98NaJ8FWzPuoymHfj6IIeA,"""Ming's Noodle Cafe""","""3447 Kennedy Rd""",Scarborough,3.5,49,Restaurants
6woozW5nt2zjBX-vcJ0Dog,"""Subway""","""1020 Islington Avenue""",Etobicoke,1.0,3,Restaurants
eSMs4iCWdwRl8O9ISUZSWw,"""Salad and Go""","""3299 E Williams Field Rd""",Gilbert,4.5,101,Restaurants
auB5N35tEmkczfiv915FbQ,"""Burger King""","""13838 N Scottsdale Rd""",Scottsdale,2.5,12,Restaurants
5O2Gk2Kg3QpKHmcNTCmBuw,"""Kkorae""","""3 Finch Avenue E""",Toronto,4.0,3,Restaurants
3HAPJH0Qoi8Ix6M9rUMfjg,"""Indian Hero""","""8920 Highway 50""",Brampton,3.5,36,Restaurants
dHszFOyOkBBOwQaZgg7Vhw,"""Machu Picchu Peruvian Cuisine & Bar""","""315 S Polk St, Ste 4E""",Pineville,3.5,101,Restaurants
KQTMXyC90UPz6vspdspbeg,"""Sushi on 7""","""4568 Highway 7""",Markham,3.0,66,Restaurants
d6G0w_e3GaA90NSQeovShA,"""Pho Rua Vang Golden Turtle""","""125 Ossington Avenue""",Toronto,3.0,264,Restaurants
tQKRXnzWZllD4M3toa-UaQ,"""Taftan Kebab""","""5372 Yonge Street""",Toronto,3.0,41,Restaurants
IohmLyQ-spRYgGldapMSyg,"""Schlotzsky's""","""10070 N 90th St""",Scottsdale,3.0,40,Restaurants
L6Jnx7zUHDxBZ5e-OYSqLQ,"""Mr Submarine""","""2347 E Osborn Rd""",Phoenix,4.0,24,Restaurants
xiCJPHeXVaxAW4ZEt-Y0mg,"""Taipei Station""","""11 Fairburn Drive, Unit 12&15""",Markham,2.0,15,Restaurants
qML8HCfDh7vmIxvbt1QgOg,"""Cicis""","""4824 Ridge Rd""",Cleveland,2.0,27,Restaurants
1bYtt80iwckHNPJyIl4qQg,"""Oliva""","""751 N High Point Rd""",Madison,3.5,82,Restaurants
jRmDrZt6w5cKTJTDfX2X2A,"""Vivaldi""","""13071 Boulevard Gouin O""",Pierrefonds,4.0,19,Restaurants
RScKS72p6_AykRRwZOxqog,"""Roni's Pizzeria""","""6501 E Greenway Pkwy""",Scottsdale,1.0,5,Restaurants
Zwrpe8S2VTpfsZ1_4HCMDA,"""Mr. Greek Express""","""18 Lebovic Ave""",Toronto,2.5,19,Restaurants
A5lD3y2eREchEdMcvWPXBA,"""Yin Ji Chang Fen""","""7010 Warden Avenue, Unit 17-18""",Markham,3.5,144,Restaurants
9pTewioF128zRmHKAYGYDQ,"""Papa John's Pizza""","""8840 W Farm Rd""",Las Vegas,2.5,47,Restaurants
G9jwU3O0HOXTHt43eJi2mg,"""Imanishi Japanese Kitchen""","""1330 Dundas Street W""",Toronto,4.0,58,Restaurants
-XW3Peaen5jsnvGRrue_Qw,"""My Big Fat Greek Express""","""440 W Warner Rd., Ste 104""",Tempe,4.0,12,Restaurants
VZcjLx_lV12nkIP0UKK0UQ,"""Not Just Franks""","""72 Union St S""",Concord,4.5,25,Restaurants
wmh__iKlDcD5T19p4SYF-w,"""Sunset Grill""","""11710 Yonge St""",Richmond Hill,3.0,26,Restaurants
oBABBuVRfIump4jHKlJmHg,"""Mad Mex - Monroeville""","""Miracle Mile Plaza, 4100 William Penn Hwy""",Monroeville,3.5,126,Restaurants
h2r4ucSZYZVARP4Euhp0Ow,"""Naked Pizza""","""1380 N Litchfield Rd""",Goodyear,3.5,20,Restaurants
2wFSVah7gU9ImNuBHwIaDg,"""Notkins""","""1101 Rue Bleury""",Montréal,4.0,189,Restaurants
9KTzKo12wv6EFYfErA9AGA,"""McDonald's""","""1600 Highway 7""",Vaughan,1.5,6,Restaurants
Wc7Hld-DTJbss8CndeIylw,"""The Wilcox Gastropub""","""30 Eglinton Avenue W""",Mississauga,4.0,216,Restaurants
KYo0OqRr-q-TM2o66MBJYg,"""Verde""","""825 N 1st St""",Phoenix,4.0,54,Restaurants
ZilzayEdyk70SoI-wruJbg,"""Congee Queen""","""895 Lawrence Avenue E""",North York,4.0,188,Restaurants
wY3dlpLa0BHfDENYAPYuZA,"""Ten Penny""","""960 Penn Ave""",Pittsburgh,3.0,379,Restaurants
97TVQZZo_2nMDTeWvqfXXg,"""Ciao Ciao Cafe & Bar""","""3500 Las Vegas Blvd S""",Las Vegas,3.0,82,Restaurants
aXVOrs-vYxokOHFcy4xZHg,"""Draco Wings""","""6572 N Decatur Blvd, Ste 140""",Las Vegas,2.5,3,Restaurants
42-UJ-c_97IeqUc6BWjmnA,"""Pho 88""","""900 Don Mills Road, Unit 9""",Toronto,3.0,57,Restaurants
ZpLwyqxMFy5IsRpdLhGLSQ,"""King Solomon and Queen of Sheba""","""360 Queen Street E""",Toronto,4.5,5,Restaurants
rsphFBQf9c7DjIQEnTT8lQ,"""McDonald's""","""2513 E Owens Ave""",Las Vegas,3.5,5,Restaurants
0PQlEe92HDI8zeYlYq-Khw,"""iThai Restaurant""","""107 Brock Street S""",Whitby,4.0,19,Restaurants
vQWVP7MtpgXFwUMvxCj9Tw,"""Metro Pizza""","""4178 Koval Ln""",Las Vegas,3.5,80,Restaurants
P6paPwtYXcwn4vbSXViIaQ,"""Darbar Persian Grill""","""2015 Avenue Road""",Toronto,4.0,80,Restaurants
6ibVPwE6slK9XtsuceaMHw,"""Pho Mi 289""","""6550 Meadowvale Town Centre Circle""",Mississauga,3.5,34,Restaurants
MkLlb2944GtK07wy9u_wbA,"""McDonald's""","""4214 Brownsville Rd""",Pittsburgh,1.5,8,Restaurants
6ZPS9S5hWW7-CSIbLA7vxg,"""Pita & Grill""","""131 Bremner Boulevard""",Toronto,1.5,20,Restaurants
j54J0Ky4ruVbN_NTJ3daFg,"""Girasole Restaurant""","""733 Copeland St""",Pittsburgh,4.0,293,Restaurants
JE3SRhAGqZrAzs0gMm5cIA,"""MOD Pizza""","""2249 Zeier Rd""",Madison,4.0,24,Restaurants
sNQ5ZaDneM31V6Qe_19d9g,"""Hungry Howie's Pizza""","""2934 N Hayden Rd""",Scottsdale,3.0,71,Restaurants
zpw5S3QwUse1MH-Eerbnaw,"""Le Boucan""","""1886 Notre-Dame Ouest""",Montréal,3.5,84,Restaurants
hiydLAE7gWotTslBJYENrg,"""Kaba Curry""","""5115 Spring Mountain Rd, Ste 234""",Las Vegas,4.0,91,Restaurants
vgyJUNMpGE7pLrTWlL4DxQ,"""Olive Garden Italian Restaurant""","""3725 Orange Pl""",Beachwood,3.0,4,Restaurants
-T0PYhlC2vrXoG2L7LjCGg,"""Labarake - Caserne à Manger""","""3165 Rue Rachel E""",Montréal,3.0,30,Restaurants
vCRgJTNdWcKuN8rxjvo8Xw,"""Jack in the Box""","""5965 E Main St""",Mesa,2.5,8,Restaurants
wsyNO9Ac4gqGYTBfNeM1VA,"""Don Ruben's Mexican Restaurant""","""4323 W Cactus Rd""",Glendale,4.5,215,Restaurants
PK2xVV2fqbWFrmtL8J99ig,"""Subway""","""2810 Bicentennial Pkwy, Ste 110""",Henderson,2.5,11,Restaurants
2DydwQRkIutHarWT_o1L0Q,"""Don Chuy Mexican Grill""","""7080 S Jones Blvd, Ste 102""",Las Vegas,3.0,50,Restaurants
gV63aLTQ06Nff0GzJ0tcUA,"""Alizé""","""4321 W Flamingo Rd""",Las Vegas,4.0,444,Restaurants
yJEzyw2jCc_mlHRKpazoTg,"""Akram's Shoppe""","""191 Baldwin Street""",Toronto,3.5,34,Restaurants
taZtZfRU6AG-Q5T0CIS46Q,"""Nick's Diner""","""4116 Lorain Ave""",Cleveland,3.5,58,Restaurants
4Hz3rBGQPNxiVL3GrCLdsw,"""Pacer's Ribhouse""","""1080 E 260th St""",Euclid,4.0,9,Restaurants
1YgnHnbPtFWRKWY22fGUTw,"""Red Bowl""","""6305 Carolina Commons Dr""",Fort Mill,3.0,24,Restaurants
t-ndtWJD7HesQwnreXv8Tw,"""McDonald's""","""3160 Medina Rd""",Medina,3.0,5,Restaurants
-PL-4fFYPYrOjnNd0lO4Lg,"""Stout Irish Pub""","""221 Carlton Street""",Toronto,4.0,109,Restaurants
pUmECN5N94AQAe0DtptuYA,"""Burrito Drive""","""310 S Brearly St""",Madison,3.5,136,Restaurants
GOWffIHhryQWdvLVKCGoMQ,"""Kelseys Original Roadhouse""","""301 Hays Blvd""",Oakville,3.0,25,Restaurants
phIL-dJoT8uztbdFgfk_3w,"""Fat Bastard Burrito""","""126 Atlantic Avenue""",Toronto,3.0,26,Restaurants
GfGG0Xhk7yTJTikmk3jJFg,"""Les Héritiers""","""1915 Avenue du Mont-Royal Est""",Montréal,4.0,15,Restaurants
3ZmGpETmJpUvEa7lVLn2kA,"""Hog Father's Old Fashioned BBQ""","""113 Cavasina Dr""",Canonsburg,3.5,22,Restaurants
nbJXmGpdCxiBnovBkBtWcA,"""Mussel Inn""","""61 Rose Street""",Edinburgh,4.0,110,Restaurants
mcs0y8YobgpO1gYB7hclwQ,"""My Big Fat Greek Restaurant""","""4218 N Scottsdale Rd""",Scottsdale,3.5,53,Restaurants
TQ5uHmIZmcXBBYOR8pvH-Q,"""Happy Panda Buffet""","""2692 Eglinton Avenue E""",Scarborough,2.5,12,Restaurants
EL3cj9qG8CIS-sqS-t3dRw,"""Teriyaki Experience""","""2000 E Rio Salado Pkwy, Ste A-4""",Tempe,2.5,10,Restaurants
hHXHprw3bvhrPgyUkxVbaA,"""Me Va Me""","""330 Steeles Avenue W""",Thornhill,3.0,78,Restaurants
46F4FywjDlqMiHG57NF7eg,"""Secreto""","""4232 E Chandler Blvd, Ste 24""",Phoenix,3.0,110,Restaurants
Xw2o0GKWxDRMFPR0a4IOoQ,"""Life Cafe""","""1616 W Ruby Dr""",Tempe,3.5,13,Restaurants
qU4wrOVqDfddr9PP_ssmUA,"""In-N-Out Burger""","""1525 N Dysart Rd""",Avondale,4.0,136,Restaurants
pCxzM4yOWyPQwZw11Y34Tw,"""The Daily Egg""","""5255 S Decatur Blvd, Ste 115""",Las Vegas,3.5,135,Restaurants
Z115GfF595v6xE0YYEogLQ,"""Brothers Family Restaurant""","""8466 W Peoria Ave, Ste 1""",Peoria,4.0,91,Restaurants
MZjw8RBI7dBC6G7jkQFEmA,"""Zingers""","""3743 Las Vegas Blvd S""",Las Vegas,2.0,28,Restaurants
p0UAFRye2EibJU_3auW0rg,"""Crêperie Bretonne Ty-Breiz""","""933 rue Rachel E""",Montréal,3.0,26,Restaurants
TP6hgLCNGkqjFne9nCfaiA,"""Fred's at Barneys New York""","""Scottsdale Fashion Square, 4500 Scottsdale Rd""",Scottsdale,4.0,25,Restaurants
jUY45jUOAmW5MTeU1CX7Hw,"""Myungdong Noodle Shabushabu""","""2554 Shepard Avenue""",Mississauga,4.0,18,Restaurants
mmtjbwUUjw266ulkEnRX3Q,"""Shanghai Joe""","""230 W Huron Rd, Ste 7242""",Cleveland,4.0,7,Restaurants
DwoQqxPvxsskH6ay7HPP2w,"""International Starters""","""82 Commercial Street""",Edinburgh,3.5,18,Restaurants
DOmVF9YKOvTkqjcgUwtOgQ,"""Le Pois Penché""","""1230 boulevard de Maisonneuve Ouest""",Montréal,3.5,88,Restaurants
2dTjaNEpiVeBAt6JLBQsOw,"""McDonald's""","""9439 State Rt 14""",Streetsboro,2.0,10,Restaurants
eYgxhKL8dW4FdjOi7z6EQw,"""Brimfield Family Restaurant""","""1198 Tallmadge Rd""",Kent,3.0,11,Restaurants
-o0xWAEO-C2oqlyt9TO8qg,"""McCormick & Schmicks Seafood Restaurant""","""2575 E Camelback Rd, Ste 175""",Phoenix,4.0,41,Restaurants
9Auncrq-xGueTzgkGO1AkA,"""E Pan Chinese Cuisine""","""369 Spadina Avenue""",Toronto,3.0,14,Restaurants
OAtJ992w2v2C8B3bQWhmxQ,"""Origin""","""171 E Liberty Street""",Toronto,2.5,21,Restaurants
pyeoyouJWxxcwzfugfessQ,"""Revolu Modern Taqueria + Bar""","""15703 N 83rd Ave, Ste 110""",Peoria,4.0,240,Restaurants
c-Jxth7pZfPqsWwBQ7sn1Q,"""Yonge Sushi""","""3421 Yonge Street""",Toronto,4.0,89,Restaurants
n_J4ryIX_f2CVdse8Wd-Ig,"""Ho Jan Chinese Restaurant""","""45 Carlton St""",Toronto,3.0,29,Restaurants
sHB4PVLgugU9TGfOdBvgqw,"""Bob Evans""","""5980 Rockside Rd""",Independence,2.5,30,Restaurants
ODTI9W7fHMKNWZ3g8VcFUg,"""Mallorca Restaurant""","""2228 E Carson St""",Pittsburgh,3.5,226,Restaurants
picCYFTCbz1Or7kBaS_A5Q,"""Kobi Korean BBQ""","""100 Steeles Avenue""",Vaughan,3.5,132,Restaurants
kUuJ8TDXWz8J2Tnz2sqtuA,"""Bueno Burger""","""6977 N Hayden Rd""",Scottsdale,4.0,68,Restaurants
bsauQzwixetBDjA7SqUlVA,"""Crackers & Co Cafe""","""535 W Iron Ave, Ste 131""",Mesa,4.5,458,Restaurants
lm3DeasThkVSve9HAEBkpg,"""Rocky Point Cantina""","""1001 E 8th St""",Tempe,2.5,6,Restaurants
VnzkeloKg8oOwnt83mFBtw,"""The Wingery""","""2058  2102 Royal Windsor Drive""",Mississauga,4.0,3,Restaurants
Q5fzK17mAGIj4VC9QlaB1Q,"""Dairy Queen""","""6339 N 16th St""",Phoenix,3.0,3,Restaurants
sDQDMrb5xez4aASZ8U5qTg,"""Yan Woo Soya Bean Foods""","""H6 - 4350 Steeles Avenue E H6, Market Village""",Markham,3.5,38,Restaurants
OGMWhyH2j6BqApJ_xLRd8g,"""Restaurant A La Vieille Cheminee""","""6715 Metropolitain Boul E""",Saint-Leonard,3.5,5,Restaurants
xm7-97_FjTOChQPUr0AfVA,"""Restaurant Soba""","""5227 Rue Sherbrooke  W""",Montréal,3.5,30,Restaurants
DJXZrIi4k1Iyd1mQRwxIMg,"""Gyro Time""","""5715 S Eastern Ave""",Las Vegas,3.5,69,Restaurants
FQhe0AuYA-XuJUCuOiWhUQ,"""All American Modern Sports Grill""","""20751 N Pima Rd, Ste 105""",Scottsdale,3.5,106,Restaurants
fYjSmncFNMdDdBK3uJpKEQ,"""Jerk Hut Jamaican Grille""","""4115 N 19th Ave""",Phoenix,4.0,49,Restaurants
D42-sxkmZy2fn4BkZaEkbA,"""In-N-Out Burger""","""7467 E Frank Lloyd Wright Blvd""",Scottsdale,4.0,199,Restaurants
I0MvTPpCr9PQVvthLdAyPA,"""Los Cabos Cantina & Grill""","""1009 Dundas Street E""",Whitby,4.0,19,Restaurants
f25NsTObxX0NEhBVm44-GA,"""Chao""","""1890 W Germann""",Chandler,4.0,69,Restaurants
3QRdvd5F6rnKzLLb1mIg6Q,"""Hero Certified Burgers - Church & Wellesley""","""77 Wellesley Steet E""",Toronto,2.5,40,Restaurants
FG3ja8Wz_ukRkTL-seRBFg,"""Amaya Express""","""21 Davenport Road""",Toronto,3.0,15,Restaurants
oH-deqwXEScLCgcEKrviRA,"""Something Special Aviation Cafe""","""6801 N Glen Harbor Blvd, Ste 104""",Glendale,4.5,13,Restaurants
SV7-pj0z6_iJT05IQPxK2g,"""YummyTori""","""90-92 Lothian Road""",Edinburgh,3.5,28,Restaurants
gN_Ex1rxGEQUayCvdMNcCA,"""Gas House Grill""","""3078 East Franklin Blvd""",Gastonia,2.0,5,Restaurants
-Ll4vN947kBXmNxdDjeBCQ,"""Baghdad Restaurant""","""5060 W Bethany Home Rd, Ste 1""",Glendale,3.5,5,Restaurants
HWjqW5ZFJ8eZRQuHcpySQA,"""Caldero""","""7111 E Thomas Rd""",Scottsdale,4.0,36,Restaurants
fvNUTG4_NT1Gi3sShUcqhg,"""Chick-fil-A""","""8020 Concord Mills Blvd""",Concord,4.0,26,Restaurants
7k6uHs6oPyh5AuaqrhC5yw,"""Emjay's New York Pizza""","""7835 S Rainbow Blvd""",Las Vegas,3.5,7,Restaurants
RahdAQ5h6_nu50jeR2EKTQ,"""State Road Pizza""","""5320 State Rd""",Cleveland,4.5,7,Restaurants
GvmAWag5UDy_sYkPBvfLbA,"""Pacific Fish Bar""","""61 Mayfield Road, Newington""",Edinburgh,3.5,5,Restaurants
tHLJ1pDaaHptb-EbFM2q_A,"""Quaker Steak and Lube""","""3602 Forbes Ave""",Pittsburgh,3.5,54,Restaurants
CB8HrynUWR4Odnj-XTY-Ew,"""Kookminhakgyo""","""6016 yonge street""",Toronto,4.5,110,Restaurants
Jhz-8IqPf_2YUWsbGFyDNA,"""The Cutting Board Bakery & Cafe""","""2235 S Power Rd, Ste 116""",Mesa,4.0,299,Restaurants
knzoe3kCaoh4gkGwA3l6Aw,"""Pizza Hut""","""10420 W Cheyenne Ave, Ste 110""",Las Vegas,2.0,31,Restaurants
H5M7VSequiTztXXdQLcEEQ,"""Johnny Rockets""","""22 Dundas Street""",Toronto,2.5,48,Restaurants
jGZRh1xFsy14fec3IG6-Hg,"""Kopper Keg West""","""2257 S Rainbow Blvd""",Las Vegas,4.0,25,Restaurants
TxQBdyDktZSk1KVTWh71dw,"""Babalu Tapas & Tacos""","""1511 E Blvd""",Charlotte,4.0,209,Restaurants
yIWXPPGbePgPup6gz6ttNA,"""Claddagh Irish Pub""","""1611 Aspen Commons""",Middleton,3.5,78,Restaurants
BcLFIr4wtd3GQ3fnz15yDQ,"""DiAnoia's Eatery""","""2549 Penn Ave""",Pittsburgh,4.5,219,Restaurants
EG7Upxl9wNmqXI8iRH40Ug,"""Dolce Wraps""","""35954 Detroit Rd""",Avon,4.5,23,Restaurants
XhJWPRqwVCZKr7vieCKX6g,"""George's BBQ Chicken""","""1042 Pape Avenue""",Toronto,3.5,8,Restaurants
yXZsCdL22Gsz3saanW48Hw,"""Seg'z Restaurant""","""503 Oakwood Avenue""",Toronto,4.0,59,Restaurants
omMiNDhPYAX4TPfv4xrBLQ,"""Asian Fusion Kitchen""","""7377 S Jones Blvd""",Las Vegas,4.0,88,Restaurants
FaoMHRFjrZvD9_RvYZX4oQ,"""Popeyes Louisiana Kitchen""","""4830 W Sunset Rd""",Las Vegas,2.5,27,Restaurants
JjjlhlQ2LEaQMuAug4fDIA,"""Yi Mei Champion Taiwan Deli""","""4300 Spring Mountain Rd, Ste 116""",Las Vegas,3.5,251,Restaurants
vVpq26iHxy0sWWCVR_un4Q,"""Picasso's""","""5266 Williamsburg Way""",Fitchburg,3.5,44,Restaurants
gWlasTc2Af0VV24mCR1tWg,"""Chipotle Mexican Grill""","""6340 W Charleston Blvd, Ste 110""",Las Vegas,2.5,51,Restaurants
PEnlf5CJ8JJonph2jIljCg,"""Chompie's""","""3481 W Frye Rd""",Chandler,3.5,438,Restaurants
zhE9euD7t-RlXmWk50rCxQ,"""Yummy Ramen""","""4300 Steeles Avenue East""",Markham,2.0,13,Restaurants
tJzf6H1dkuUbL-t8bzL3dw,"""Carve""","""5255 Boulder Hwy""",Las Vegas,4.0,92,Restaurants
F6p_k-Q6W_kkAb-s_a0Omw,"""Crazy Pita Rotisserie & Grill""","""6587 S Las Vegas Blvd""",Las Vegas,4.0,160,Restaurants
5A1N5f6geb_lm79JTysbCw,"""Tiffany Cafe""","""648 Yonge Street""",Toronto,3.5,7,Restaurants
66MT1BxbarD_0CzkwQ1--A,"""R.T. O'Sullivan's""","""1610 S. Stapley Dr""",Mesa,2.5,41,Restaurants
JmpZULw4R6XxljHmTr3xMg,"""Mizuho""","""8320 Pineville Matthews, Ste 607""",Charlotte,4.5,6,Restaurants
ppoOoE1YTERcWdFfh25qHQ,"""Upper Crust Famously Fresh Baguettes""","""Toronto Pearson International Airport, Terminal 1, After-Security (USA), Level 2 Gates.""",Mississauga,2.0,15,Restaurants
W0oH-WXVdQj98XJ9Obn82Q,"""TGI Fridays""","""4000 W Flamingo Rd""",Las Vegas,2.5,150,Restaurants
0xtBEP5zCu1153SoqqemLw,"""Tacos Y Tortas El Panzon""","""3720 E Sunset Rd, Ste 110""",Las Vegas,4.5,132,Restaurants
Hpi9raHlFm6prTSzFHTurg,"""Corleones Philly Steaks""","""15040 N Nothsight Blvd""",Scottsdale,3.5,136,Restaurants
7kmHtcImdFJrPejNNP4TMg,"""Taqueria La Korita""","""4131 N 27th Ave""",Phoenix,4.5,22,Restaurants
v8jZKf_YN7ayVy6ksyoiKg,"""Bamboo Garden""","""1720 Greensburg Ave""",North Versailles,3.5,6,Restaurants
Im49KBfHINebC0ptNz8srg,"""Miller's Deli & Grill""","""20511 N Hayden Rd, Ste 100""",Scottsdale,4.0,20,Restaurants
6Wvn57wjSrVX7gJM37CIZw,"""Wichcraft""","""MGM Grand Hotel and Casino, 3799 Las Vegas Blvd S""",Las Vegas,3.0,261,Restaurants
